,,2020,2020,2020,2020,2020,2020,2020,2020
,,Less than a high school diploma,"High school graduates, no college",Some college or associate degree,Some college or associate degree,Some college or associate degree,Bachelor's degree and higher,Bachelor's degree and higher,Bachelor's degree and higher
,,Less than a high school diploma,"High school graduates, no college",Total,"Some college, no degree",Associate degree,Total,Bachelor's degree only,Advanced degree
TOTAL,Civilian noninstitutional population,19900.0,62121.0,57327.0,34076.0,23251.0,83495.0,51985.0,31510.0
TOTAL,Civilian labor force,8930.0,34741.0,36401.0,20766.0,15636.0,60463.0,37340.0,23123.0
TOTAL,Participation rate,44.9,55.9,63.5,60.9,67.2,72.4,71.8,73.4
TOTAL,Employed,7888.0,31606.0,33570.0,19037.0,14532.0,57538.0,35286.0,22252.0
TOTAL,Employment-population ratio,39.6,50.9,58.6,55.9,62.5,68.9,67.9,70.6
TOTAL,Unemployed,1041.0,3135.0,2831.0,1728.0,1103.0,2925.0,2054.0,871.0
TOTAL,Unemployment rate,11.7,9.0,7.8,8.3,7.1,4.8,5.5,3.8
Men,Civilian noninstitutional population,10112.0,31393.0,26625.0,16489.0,10136.0,38971.0,24270.0,14701.0
Men,Civilian labor force,5737.0,20686.0,18626.0,11162.0,7464.0,29880.0,18767.0,11113.0
Men,Participation rate,56.7,65.9,70.0,67.7,73.6,76.7,77.3,75.6
Men,Employed,5130.0,18910.0,17264.0,10297.0,6966.0,28522.0,17827.0,10695.0
Men,Employment-population ratio,50.7,60.2,64.8,62.4,68.7,73.2,73.5,72.7
Men,Unemployed,606.0,1776.0,1362.0,865.0,497.0,1357.0,939.0,418.0
Men,Unemployment rate,10.6,8.6,7.3,7.7,6.7,4.5,5.0,3.8
Women,Civilian noninstitutional population,9789.0,30728.0,30703.0,17587.0,13115.0,44524.0,27715.0,16809.0
Women,Civilian labor force,3193.0,14055.0,17776.0,9604.0,8172.0,30584.0,18573.0,12010.0
Women,Participation rate,32.6,45.7,57.9,54.6,62.3,68.7,67.0,71.5
Women,Employed,2758.0,12696.0,16306.0,8740.0,7566.0,29016.0,17458.0,11557.0
Women,Employment-population ratio,28.2,41.3,53.1,49.7,57.7,65.2,63.0,68.8
Women,Unemployed,435.0,1359.0,1469.0,864.0,606.0,1568.0,1115.0,453.0
Women,Unemployment rate,13.6,9.7,8.3,9.0,7.4,5.1,6.0,3.8
White,Civilian noninstitutional population,15059.0,48448.0,45143.0,26441.0,18702.0,65171.0,40981.0,24190.0
White,Civilian labor force,7047.0,26970.0,28343.0,15844.0,12499.0,46653.0,29271.0,17382.0
White,Participation rate,46.8,55.7,62.8,59.9,66.8,71.6,71.4,71.9
White,Employed,6304.0,24822.0,26335.0,14648.0,11688.0,44522.0,27757.0,16765.0
White,Employment-population ratio,41.9,51.2,58.3,55.4,62.5,68.3,67.7,69.3
White,Unemployed,743.0,2148.0,2007.0,1196.0,812.0,2130.0,1514.0,616.0
White,Unemployment rate,10.5,8.0,7.1,7.5,6.5,4.6,5.2,3.5
Black or African American,Civilian noninstitutional population,2942.0,9124.0,8013.0,5127.0,2885.0,7768.0,4883.0,2885.0
Black or African American,Civilian labor force,1050.0,5133.0,5322.0,3297.0,2025.0,5948.0,3714.0,2235.0
Black or African American,Participation rate,35.7,56.3,66.4,64.3,70.2,76.6,76.1,77.4
Black or African American,Employed,881.0,4466.0,4781.0,2938.0,1843.0,5597.0,3466.0,2131.0
Black or African American,Employment-population ratio,30.0,48.9,59.7,57.3,63.9,72.1,71.0,73.9
Black or African American,Unemployed,169.0,666.0,540.0,358.0,182.0,351.0,247.0,104.0
Black or African American,Unemployment rate,16.1,13.0,10.2,10.9,9.0,5.9,6.7,4.6
Asian,Civilian noninstitutional population,1083.0,2511.0,1966.0,1094.0,873.0,8645.0,4824.0,3822.0
Asian,Civilian labor force,448.0,1378.0,1249.0,680.0,569.0,6353.0,3338.0,3015.0
Asian,Participation rate,41.4,54.9,63.5,62.2,65.2,73.5,69.2,78.9
Asian,Employed,374.0,1189.0,1120.0,607.0,513.0,6000.0,3116.0,2884.0
Asian,Employment-population ratio,34.5,47.3,57.0,55.5,58.8,69.4,64.6,75.5
Asian,Unemployed,75.0,189.0,129.0,73.0,56.0,353.0,222.0,131.0
Asian,Unemployment rate,16.6,13.7,10.3,10.7,9.8,5.6,6.7,4.3
Hispanic or Latino ethnicity,Civilian noninstitutional population,8966.0,11018.0,7990.0,4918.0,3072.0,7401.0,5061.0,2340.0
Hispanic or Latino ethnicity,Civilian labor force,5107.0,7477.0,5857.0,3553.0,2304.0,5808.0,3925.0,1883.0
Hispanic or Latino ethnicity,Participation rate,57.0,67.9,73.3,72.2,75.0,78.5,77.6,80.4
Hispanic or Latino ethnicity,Employed,4535.0,6724.0,5334.0,3231.0,2103.0,5427.0,3634.0,1794.0
Hispanic or Latino ethnicity,Employment-population ratio,50.6,61.0,66.8,65.7,68.5,73.3,71.8,76.6
Hispanic or Latino ethnicity,Unemployed,572.0,753.0,523.0,321.0,201.0,381.0,292.0,89.0
Hispanic or Latino ethnicity,Unemployment rate,11.2,10.1,8.9,9.0,8.7,6.6,7.4,4.7
